scenario,proof_time,verification_time,attack_success
aegis_spoof,3.199161,0.010753,0
aegis_spoof,3.123324,0.003543,0
aegis_spoof,3.889654,0.010627,0
aegis_spoof,2.065637,0.014848,0
aegis_spoof,4.347033,0.007407,0
aegis_spoof,2.338555,0.015766,0
aegis_spoof,2.879618,0.006881,0
aegis_spoof,2.884442,0.004052,0
aegis_spoof,2.065087,0.018577,0
aegis_spoof,2.265720,0.009390,0
aegis_spoof,3.218243,0.002274,0
aegis_spoof,2.457654,0.007266,0
aegis_spoof,3.342460,0.010028,0
aegis_spoof,3.247618,0.010804,0
aegis_spoof,2.940860,0.004291,0
aegis_spoof,3.474070,0.014233,0
aegis_spoof,3.187352,0.005637,0
aegis_spoof,3.634086,0.013934,0
aegis_spoof,2.306499,0.008703,0
aegis_spoof,2.626755,0.015648,0
aegis_spoof,2.013351,0.012758,0
aegis_spoof,1.979050,0.003850,0
aegis_spoof,2.838227,0.017481,0
aegis_spoof,3.568940,0.009438,0
aegis_spoof,3.928776,0.014307,0
aegis_spoof,2.429354,0.015222,0
aegis_spoof,2.592509,0.007534,0
aegis_spoof,2.411637,0.009687,0
aegis_spoof,3.001328,0.002688,0
aegis_spoof,3.715702,0.007643,0
aegis_spoof,2.919629,0.013979,0
aegis_spoof,2.952935,0.005185,0
aegis_spoof,2.715728,0.014520,0
aegis_spoof,3.327756,0.001000,0
aegis_spoof,3.260383,0.012628,0
aegis_spoof,3.265548,0.007915,0
aegis_spoof,3.063983,0.006812,0
aegis_spoof,3.657782,0.001255,0
aegis_spoof,4.642457,0.025940,0
aegis_spoof,2.909394,0.009177,0
aegis_spoof,3.977199,0.015423,0
aegis_spoof,4.371439,0.007571,0
aegis_spoof,2.174810,0.001151,0
aegis_spoof,3.315707,0.013383,0
aegis_spoof,3.048363,0.020503,0
aegis_spoof,2.232664,0.010765,0
aegis_spoof,2.134886,0.004709,0
aegis_spoof,3.125155,0.017643,0
aegis_spoof,2.040624,0.007846,0
aegis_spoof,3.309176,0.011740,0
aegis_spoof,2.643303,0.004794,0
aegis_spoof,2.478331,0.021441,0
aegis_spoof,3.320686,0.001000,0
aegis_spoof,4.692452,0.002231,0
aegis_spoof,1.843654,0.010997,0
aegis_spoof,2.849519,0.013791,0
aegis_spoof,2.941799,0.010492,0
aegis_spoof,3.788480,0.011419,0
aegis_spoof,2.725215,0.009432,0
aegis_spoof,3.645270,0.011447,0
aegis_spoof,3.702516,0.004007,0
aegis_spoof,2.796075,0.013615,0
aegis_spoof,3.716239,0.004423,0
aegis_spoof,3.916459,0.006633,0
aegis_spoof,3.820251,0.018609,0
aegis_spoof,3.092006,0.004118,0
aegis_spoof,2.561074,0.007017,0
aegis_spoof,3.306591,0.017356,0
aegis_spoof,1.965835,0.010558,0
aegis_spoof,3.674619,0.014227,0
aegis_spoof,3.267853,0.001341,0
aegis_spoof,1.752081,0.018402,0
aegis_spoof,2.071509,0.009282,0
aegis_spoof,4.341547,0.006396,0
aegis_spoof,2.794248,0.020679,0
aegis_spoof,3.391457,0.009375,0
aegis_spoof,2.446743,0.013756,0
aegis_spoof,2.423332,0.012212,0
aegis_spoof,3.375274,0.011759,0
aegis_spoof,3.814895,0.010285,0
aegis_spoof,2.314760,0.009344,0
aegis_spoof,1.969287,0.016710,0
aegis_spoof,3.596139,0.012533,0
aegis_spoof,2.976345,0.012103,0
aegis_spoof,3.564329,0.001000,0
aegis_spoof,2.879049,0.012060,0
aegis_spoof,2.445619,0.009374,0
aegis_spoof,2.213963,0.011626,0
aegis_spoof,1.813688,0.009195,0
aegis_spoof,4.619062,0.012803,0
aegis_spoof,3.866263,0.009452,0
aegis_spoof,3.777975,0.003125,0
aegis_spoof,2.513904,0.014111,0
aegis_spoof,2.645574,0.008214,0
aegis_spoof,2.251348,0.002770,0
aegis_spoof,1.970286,0.004186,0
aegis_spoof,2.546306,0.015250,0
aegis_spoof,2.950103,0.012613,0
aegis_spoof,2.652735,0.016642,0
aegis_spoof,2.934481,0.007906,0
aegis_spoof,4.565354,0.013803,0
aegis_spoof,2.451939,0.007263,0
aegis_spoof,3.416555,0.005609,0
aegis_spoof,2.855912,0.014670,0
aegis_spoof,2.343802,0.012225,0
aegis_spoof,2.689417,0.007993,0
aegis_spoof,4.006811,0.008732,0
aegis_spoof,3.366104,0.007179,0
aegis_spoof,2.122336,0.008927,0
aegis_spoof,2.314291,0.013650,0
aegis_spoof,3.571073,0.014289,0
aegis_spoof,2.240739,0.006262,0
aegis_spoof,2.655826,0.004434,0
aegis_spoof,2.281048,0.013733,0
aegis_spoof,2.404684,0.009270,0
aegis_spoof,2.487167,0.009707,0
aegis_spoof,2.471883,0.011706,0
aegis_spoof,3.029352,0.008524,0
aegis_spoof,3.272343,0.020337,0
aegis_spoof,3.071453,0.002616,0
aegis_spoof,2.720659,0.004136,0
aegis_spoof,2.289513,0.009168,0
aegis_spoof,3.871693,0.007876,0
aegis_spoof,3.751112,0.006792,0
aegis_spoof,2.322597,0.013785,0
aegis_spoof,2.208105,0.008190,0
aegis_spoof,3.177903,0.020069,0
aegis_spoof,3.229745,0.004992,0
aegis_spoof,4.444466,0.009588,0
aegis_spoof,3.523083,0.008042,0
aegis_spoof,4.357685,0.004357,0
aegis_spoof,3.277180,0.014868,0
aegis_spoof,2.963473,0.006831,0
aegis_spoof,2.810885,0.013370,0
aegis_spoof,2.709870,0.014717,0
aegis_spoof,4.600889,0.011440,0
aegis_spoof,2.261486,0.001000,0
aegis_spoof,5.109691,0.009922,0
aegis_spoof,1.604868,0.009934,0
aegis_spoof,2.039788,0.007635,0
aegis_spoof,2.526980,0.012474,0
aegis_spoof,2.417569,0.008311,0
aegis_spoof,2.819218,0.005404,0
aegis_spoof,1.983672,0.015293,0
aegis_spoof,2.569556,0.001178,0
aegis_spoof,2.751395,0.001586,0
aegis_spoof,3.018300,0.014598,0
aegis_spoof,2.982240,0.011165,0
aegis_spoof,4.064060,0.012661,0
aegis_spoof,2.526831,0.004660,0
aegis_spoof,2.234764,0.000118,0
aegis_spoof,2.051521,0.014088,0
aegis_spoof,2.252986,0.003039,0
aegis_spoof,1.792016,0.012249,0
aegis_spoof,3.136307,0.011142,0
aegis_spoof,1.795152,0.001000,0
aegis_spoof,3.618785,0.010213,0
aegis_spoof,2.080074,0.019668,0
aegis_spoof,3.273089,0.009484,0
aegis_spoof,3.687881,0.005588,0
aegis_spoof,3.391368,0.013832,0
aegis_spoof,2.989023,0.008630,0
aegis_spoof,2.848109,0.007354,0
aegis_spoof,2.665989,0.005273,0
aegis_spoof,3.399059,0.011402,0
aegis_spoof,2.677653,0.017474,0
aegis_spoof,2.406012,0.021152,0
aegis_spoof,3.564807,0.008140,0
aegis_spoof,3.293390,0.011695,0
aegis_spoof,2.336940,0.017599,0
aegis_spoof,2.487200,0.010815,0
aegis_spoof,2.514724,0.012521,0
aegis_spoof,2.922775,0.007916,0
aegis_spoof,2.911924,0.001000,0
aegis_spoof,2.315355,0.011085,0
aegis_spoof,2.687623,0.004707,0
aegis_spoof,2.620477,0.001000,0
aegis_spoof,3.503882,0.019305,0
aegis_spoof,1.918400,0.008878,0
aegis_spoof,4.160040,0.004407,0
aegis_spoof,4.161996,0.012130,0
aegis_spoof,2.685788,0.011970,0
aegis_spoof,3.144056,0.005035,0
aegis_spoof,4.222747,0.001127,0
aegis_spoof,2.496594,0.011202,0
aegis_spoof,2.225495,0.003752,0
aegis_spoof,2.952232,0.003033,0
aegis_spoof,2.329657,0.019569,0
aegis_spoof,2.843233,0.011363,0
aegis_spoof,2.890433,0.005155,0
aegis_spoof,3.318029,0.017499,0
aegis_spoof,2.669349,0.006846,0
aegis_spoof,3.001034,0.007266,0
aegis_spoof,2.630232,0.012916,0
aegis_spoof,3.727962,0.012519,0
aegis_spoof,2.498642,0.006464,0
aegis_spoof,3.075808,0.004199,0
aegis_spoof,3.489044,0.015949,0
aegis_spoof,2.678025,0.007300,0
aegis_spoof,3.068694,0.000921,0
aegis_spoof,2.320858,0.004734,0
aegis_spoof,2.777849,0.016363,0
aegis_spoof,3.661319,0.004999,0
aegis_spoof,2.857950,0.013192,0
aegis_spoof,2.725349,0.010644,0
aegis_spoof,3.770584,0.004469,0
aegis_spoof,2.660683,0.019942,0
aegis_spoof,2.922129,0.016151,0
aegis_spoof,2.963428,0.004392,0
aegis_spoof,2.659305,0.014382,0
aegis_spoof,3.357865,0.004030,0
aegis_spoof,3.148387,0.010569,0
aegis_spoof,4.367241,0.007059,0
aegis_spoof,2.512410,0.012824,0
aegis_spoof,3.776343,0.017178,0
aegis_spoof,3.124145,0.011806,0
aegis_spoof,2.770238,0.008256,0
aegis_spoof,2.097991,0.013130,0
aegis_spoof,4.132486,0.008637,0
aegis_spoof,2.164662,0.016913,0
aegis_spoof,2.206968,0.011937,0
aegis_spoof,2.973417,0.011568,0
aegis_spoof,3.015707,0.004585,0
aegis_spoof,2.718644,0.011939,0
aegis_spoof,3.519157,0.007981,0
aegis_spoof,3.138087,0.007062,0
aegis_spoof,2.692661,0.014946,0
aegis_spoof,3.344552,0.004899,0
aegis_spoof,3.389039,0.016397,0
aegis_spoof,3.295094,0.010052,0
aegis_spoof,3.694952,0.009640,0
aegis_spoof,2.641222,0.006568,0
aegis_spoof,3.269533,0.003018,0
aegis_spoof,3.233670,0.023303,0
aegis_spoof,4.924692,0.003168,0
aegis_spoof,2.158907,0.006369,0
aegis_spoof,3.257149,0.007751,0
aegis_spoof,3.061073,0.007502,0
aegis_spoof,3.305192,0.010383,0
aegis_spoof,2.676481,0.017035,0
aegis_spoof,2.518103,0.016745,0
aegis_spoof,3.299344,0.013418,0
aegis_spoof,3.414522,0.012784,0
aegis_spoof,3.653498,0.005093,0
aegis_spoof,2.930724,0.009927,0
aegis_spoof,3.205356,0.003916,0
aegis_spoof,2.971057,0.006486,0
aegis_spoof,4.504216,0.010545,0
aegis_spoof,2.526258,0.009484,0
aegis_spoof,3.065260,0.002732,0
aegis_spoof,3.005932,0.009057,0
aegis_spoof,3.685699,0.010678,0
aegis_spoof,2.328537,0.006484,0
aegis_spoof,2.887870,0.019744,0
aegis_spoof,2.241053,0.007875,0
aegis_spoof,1.905212,0.005379,0
aegis_spoof,2.810529,0.013653,0
aegis_spoof,3.241900,0.015220,0
aegis_spoof,2.097053,0.004184,0
aegis_spoof,2.514260,0.014544,0
aegis_spoof,3.521798,0.014702,0
aegis_spoof,3.144801,0.006486,0
aegis_spoof,2.669405,0.003978,0
aegis_spoof,3.012267,0.001000,0
aegis_spoof,4.545614,0.016710,0
aegis_spoof,2.724283,0.011426,0
aegis_spoof,2.437757,0.000583,0
aegis_spoof,3.595312,0.010039,0
aegis_spoof,4.008924,0.008265,0
aegis_spoof,3.103451,0.003940,0
aegis_spoof,2.936637,0.006707,0
aegis_spoof,2.164726,0.008194,0
aegis_spoof,2.844146,0.014603,0
aegis_spoof,2.359309,0.010917,0
aegis_spoof,2.822888,0.010731,0
aegis_spoof,2.676459,0.005370,0
aegis_spoof,2.484043,0.008968,0
aegis_spoof,2.269614,0.007343,0
aegis_spoof,1.939353,0.024544,0
aegis_spoof,2.475561,0.007411,0
aegis_spoof,3.515128,0.006902,0
aegis_spoof,2.702391,0.003846,0
aegis_spoof,2.454201,0.009784,0
aegis_spoof,4.528871,0.011241,0
aegis_spoof,3.557930,0.007010,0
aegis_spoof,2.378514,0.005234,0
aegis_spoof,3.217237,0.003836,0
aegis_spoof,3.437848,0.007288,0
aegis_spoof,2.733577,0.007618,0
aegis_spoof,3.987917,0.002538,0
aegis_spoof,3.025856,0.008399,0
aegis_spoof,3.385623,0.017257,0
aegis_spoof,4.761690,0.013529,0
aegis_spoof,2.706528,0.006194,0
aegis_spoof,2.737932,0.010800,0
aegis_spoof,2.630899,0.002265,0
aegis_spoof,2.017224,0.015169,0
aegis_spoof,2.341234,0.014856,0
aegis_spoof,2.279350,0.011039,0
aegis_spoof,2.591597,0.004046,0
aegis_spoof,1.960175,0.017079,0
aegis_spoof,3.133927,0.010911,0
aegis_spoof,3.867255,0.011908,0
aegis_spoof,2.421565,0.010079,0
aegis_spoof,4.111500,0.014294,0
aegis_spoof,2.241813,0.011364,0
aegis_spoof,3.203144,0.007227,0
aegis_spoof,2.966414,0.013421,0
aegis_spoof,2.824967,0.012646,0
aegis_spoof,3.034785,0.006145,0
aegis_spoof,2.770763,0.013292,0
aegis_spoof,3.524514,0.007099,0
aegis_spoof,2.436439,0.021838,0
aegis_spoof,3.186223,0.008935,0
aegis_spoof,2.176513,0.009676,0
aegis_spoof,3.383454,0.013969,0
aegis_spoof,4.073596,0.005869,0
aegis_spoof,3.176926,0.010058,0
aegis_spoof,3.231128,0.011225,0
aegis_spoof,2.010063,0.004045,0
aegis_spoof,1.708054,0.012111,0
aegis_spoof,1.471045,0.004832,0
aegis_spoof,2.748529,0.011651,0
aegis_spoof,2.650355,0.011184,0
aegis_spoof,2.995434,0.019168,0
aegis_spoof,3.686407,0.009949,0
aegis_spoof,2.488458,0.008395,0
aegis_spoof,2.112947,0.010634,0
aegis_spoof,2.597863,0.009742,0
aegis_spoof,2.678986,0.000627,0
aegis_spoof,2.770936,0.004585,0
aegis_spoof,3.806302,0.009115,0
aegis_spoof,3.780729,0.016125,0
aegis_spoof,2.103417,0.009196,0
aegis_spoof,2.094392,0.008271,0
aegis_spoof,2.945230,0.008122,0
aegis_spoof,2.174127,0.016501,0
aegis_spoof,2.438576,0.001000,0
aegis_spoof,2.499296,0.010455,0
aegis_spoof,3.476581,0.005494,0
aegis_spoof,7.261465,0.009156,0
aegis_spoof,4.974050,0.006120,0
aegis_spoof,2.799936,0.018245,0
aegis_spoof,2.862799,0.019683,0
aegis_spoof,3.027803,0.011050,0
aegis_spoof,2.704087,0.010630,0
aegis_spoof,2.723942,0.009885,0
aegis_spoof,2.356034,0.020860,0
aegis_spoof,2.746257,0.008037,0
aegis_spoof,2.743709,0.019230,0
aegis_spoof,2.713338,0.008609,0
aegis_spoof,2.246910,0.005457,0
aegis_spoof,2.648076,0.001496,0
aegis_spoof,2.462609,0.012676,0
aegis_spoof,3.129980,0.022374,0
aegis_spoof,3.523973,0.002596,0
aegis_spoof,3.012010,0.004237,0
aegis_spoof,2.633701,0.001000,0
aegis_spoof,2.607083,0.012448,0
aegis_spoof,2.563087,0.016930,0
aegis_spoof,2.700475,0.006111,0
aegis_spoof,3.306757,0.010509,0
aegis_spoof,2.296576,0.007328,0
aegis_spoof,3.323143,0.011202,0
aegis_spoof,2.666787,0.015312,0
aegis_spoof,3.833453,0.001000,0
aegis_spoof,3.202261,0.013023,0
aegis_spoof,3.757626,0.009955,0
aegis_spoof,2.112096,0.009833,0
aegis_spoof,2.913729,0.018603,0
aegis_spoof,2.799150,0.009716,0
aegis_spoof,2.087770,0.004530,0
aegis_spoof,2.854184,0.001761,0
aegis_spoof,2.681715,0.007202,0
aegis_spoof,3.926999,0.014594,0
aegis_spoof,2.400487,0.023725,0
aegis_spoof,2.996963,0.010226,0
aegis_spoof,3.525224,0.001263,0
aegis_spoof,2.508423,0.004203,0
aegis_spoof,2.955701,0.008590,0
aegis_spoof,2.496506,0.000618,0
aegis_spoof,3.246938,0.007582,0
aegis_spoof,2.923806,0.007911,0
aegis_spoof,3.084992,0.002498,0
aegis_spoof,4.275129,0.012371,0
aegis_spoof,2.224152,0.001000,0
aegis_spoof,4.578453,0.004998,0
aegis_spoof,4.346465,0.002902,0
aegis_spoof,2.199615,0.011842,0
aegis_spoof,2.871003,0.007539,0
aegis_spoof,2.792095,0.014399,0
aegis_spoof,2.745752,0.006778,0
aegis_spoof,3.820753,0.006380,0
aegis_spoof,3.550948,0.011193,0
aegis_spoof,4.051976,0.008987,0
aegis_spoof,1.852191,0.006280,0
aegis_spoof,1.975398,0.008858,0
aegis_spoof,2.594534,0.003628,0
aegis_spoof,2.683562,0.010097,0
aegis_spoof,2.960954,0.013916,0
aegis_spoof,2.261820,0.011657,0
aegis_spoof,2.396567,0.009262,0
aegis_spoof,1.861790,0.009678,0
aegis_spoof,3.508597,0.012391,0
aegis_spoof,2.501353,0.007974,0
aegis_spoof,2.808976,0.007847,0
aegis_spoof,2.617830,0.013491,0
aegis_spoof,2.129258,0.018421,0
aegis_spoof,2.489500,0.011572,0
aegis_spoof,2.134828,0.011238,0
aegis_spoof,2.731147,0.016029,0
aegis_spoof,1.758692,0.007655,0
aegis_spoof,2.423260,0.010809,0
aegis_spoof,2.254300,0.005112,0
aegis_spoof,2.469094,0.012581,0
aegis_spoof,3.168987,0.010080,0
aegis_spoof,2.259945,0.012499,0
aegis_spoof,2.314586,0.015843,0
aegis_spoof,1.851272,0.011574,0
aegis_spoof,3.310223,0.002467,0
aegis_spoof,2.209529,0.006604,0
aegis_spoof,2.762018,0.021712,0
aegis_spoof,2.411025,0.005648,0
aegis_spoof,3.063185,0.011360,0
aegis_spoof,3.996008,0.013010,0
aegis_spoof,3.516447,0.010244,0
aegis_spoof,3.196115,0.016327,0
aegis_spoof,3.117697,0.015206,0
aegis_spoof,1.460658,0.008809,0
aegis_spoof,2.341724,0.010697,0
aegis_spoof,2.560723,0.014672,0
aegis_spoof,2.730828,0.016815,0
aegis_spoof,2.890966,0.007581,0
aegis_spoof,3.076490,0.017051,0
aegis_spoof,3.794764,0.018950,0
aegis_spoof,3.769333,0.013049,0
aegis_spoof,2.838644,0.001269,0
aegis_spoof,1.694531,0.002997,0
aegis_spoof,1.989498,0.008603,0
aegis_spoof,2.787191,0.013865,0
aegis_spoof,2.220261,0.010409,0
aegis_spoof,3.834084,0.007386,0
aegis_spoof,3.814312,0.009986,0
aegis_spoof,2.043590,0.001245,0
aegis_spoof,2.621267,0.004022,0
aegis_spoof,2.837346,0.003818,0
aegis_spoof,2.389417,0.010350,0
aegis_spoof,2.243490,0.011754,0
aegis_spoof,2.255815,0.014437,0
aegis_spoof,2.564805,0.007378,0
aegis_spoof,3.411534,0.009061,0
aegis_spoof,2.897912,0.012936,0
aegis_spoof,2.421423,0.006671,0
aegis_spoof,3.100482,0.013913,0
aegis_spoof,4.502097,0.011810,0
aegis_spoof,2.581344,0.016933,0
aegis_spoof,2.171842,0.001164,0
aegis_spoof,2.480750,0.011488,0
aegis_spoof,3.443678,0.010944,0
aegis_spoof,2.834613,0.011530,0
aegis_spoof,2.558507,0.001000,0
aegis_spoof,2.431977,0.001000,0
aegis_spoof,3.952556,0.010159,0
aegis_spoof,3.416917,0.004778,0
aegis_spoof,2.452810,0.018319,0
aegis_spoof,3.712246,0.008195,0
aegis_spoof,3.337874,0.013070,0
aegis_spoof,2.334491,0.009604,0
aegis_spoof,3.728335,0.012835,0
aegis_spoof,1.932268,0.011770,0
aegis_spoof,2.269942,0.000017,0
aegis_spoof,2.583512,0.014520,0
aegis_spoof,4.066594,0.012186,0
aegis_spoof,3.027943,0.010894,0
aegis_spoof,2.626444,0.010677,0
aegis_spoof,3.176332,0.015316,0
aegis_spoof,2.868484,0.003333,0
aegis_spoof,3.137231,0.003205,0
aegis_spoof,2.837591,0.015620,0
aegis_spoof,4.488941,0.005756,0
aegis_spoof,2.726266,0.005959,0
aegis_spoof,2.995610,0.010252,0
aegis_spoof,2.390404,0.014388,0
aegis_spoof,2.125388,0.009504,0
aegis_spoof,2.788499,0.005601,0
aegis_spoof,2.113844,0.008814,0
aegis_spoof,2.852718,0.012663,0
aegis_spoof,3.196610,0.001850,0
aegis_spoof,2.095434,0.008520,0
aegis_spoof,2.693411,0.018973,0
aegis_spoof,2.040690,0.013760,0
aegis_spoof,3.562430,0.017054,0
aegis_spoof,3.233972,0.008874,0
aegis_spoof,3.281617,0.007172,0
aegis_spoof,2.862292,0.014631,0
aegis_spoof,2.114031,0.008081,0
aegis_spoof,2.126152,0.014192,0
aegis_spoof,2.045666,0.016730,0
aegis_spoof,2.027754,0.014189,0
aegis_spoof,2.666268,0.014700,0
aegis_spoof,3.198992,0.015111,0
aegis_spoof,4.865326,0.006828,0
aegis_spoof,2.164746,0.014159,0
aegis_spoof,1.890156,0.012227,0
aegis_spoof,4.148205,0.008539,0
aegis_spoof,3.203443,0.020028,0
aegis_spoof,2.351266,0.016129,0
aegis_spoof,3.555212,0.011920,0
aegis_spoof,3.031722,0.004945,0
aegis_spoof,3.149168,0.010451,0
aegis_spoof,2.284825,0.014758,0
aegis_spoof,3.451193,0.005916,0
aegis_spoof,3.358949,0.006157,0
aegis_spoof,2.343246,0.005939,0
aegis_spoof,2.743259,0.006881,0
aegis_spoof,3.029962,0.008503,0
aegis_spoof,2.954025,0.008263,0
aegis_spoof,2.933128,0.005198,0
aegis_spoof,2.942570,0.014442,0
aegis_spoof,3.669321,0.005606,0
aegis_spoof,2.276597,0.009363,0
aegis_spoof,2.957901,0.012589,0
aegis_spoof,2.731672,0.012462,0
aegis_spoof,4.334572,0.003061,0
aegis_spoof,3.539963,0.006030,0
aegis_spoof,3.415188,0.000071,0
aegis_spoof,3.075170,0.011203,0
aegis_spoof,3.042404,0.012078,0
aegis_spoof,2.631897,0.017500,0
aegis_spoof,2.250212,0.004238,0
aegis_spoof,2.053785,0.013854,0
aegis_spoof,3.909761,0.012571,0
aegis_spoof,4.618538,0.009138,0
aegis_spoof,2.405638,0.002209,0
aegis_spoof,3.390814,0.006585,0
aegis_spoof,2.697801,0.015846,0
aegis_spoof,3.412834,0.014570,0
aegis_spoof,2.205616,0.016270,0
aegis_spoof,2.809992,0.016722,0
aegis_spoof,2.154127,0.015872,0
aegis_spoof,1.907603,0.016522,0
aegis_spoof,3.386124,0.012132,0
aegis_spoof,3.130953,0.011949,0
aegis_spoof,2.743094,0.018324,0
aegis_spoof,2.483499,0.010503,0
