scenario,proof_time,verification_time,attack_success
aegis_spoof,3.253799,0.007581,0
aegis_spoof,2.941840,0.004340,0
aegis_spoof,3.919974,0.020270,0
aegis_spoof,2.880537,0.006204,0
aegis_spoof,2.970123,0.005571,0
aegis_spoof,2.671074,0.019967,0
aegis_spoof,2.308254,0.009253,0
aegis_spoof,2.249344,0.009631,0
aegis_spoof,2.886346,0.017763,0
aegis_spoof,5.135244,0.013717,0
aegis_spoof,1.715883,0.013811,0
aegis_spoof,2.052565,0.009234,0
aegis_spoof,3.402192,0.006312,0
aegis_spoof,3.543167,0.001000,0
aegis_spoof,2.466262,0.014470,0
aegis_spoof,3.086655,0.012189,0
aegis_spoof,2.421621,0.015694,0
aegis_spoof,3.026615,0.012335,0
aegis_spoof,2.672781,0.005231,0
aegis_spoof,3.205711,0.018290,0
aegis_spoof,2.192475,0.012546,0
aegis_spoof,2.081426,0.001541,0
aegis_spoof,2.421873,0.008850,0
aegis_spoof,3.436013,0.010455,0
aegis_spoof,3.551844,0.006587,0
aegis_spoof,2.225570,0.015380,0
aegis_spoof,2.785136,0.001000,0
aegis_spoof,3.077323,0.009005,0
aegis_spoof,2.540185,0.006337,0
aegis_spoof,2.758741,0.001000,0
aegis_spoof,2.940940,0.007651,0
aegis_spoof,4.274552,0.011586,0
aegis_spoof,2.214712,0.009605,0
aegis_spoof,1.855439,0.009125,0
aegis_spoof,3.528403,0.004381,0
aegis_spoof,1.867970,0.015488,0
aegis_spoof,1.918065,0.013275,0
aegis_spoof,3.467635,0.006344,0
aegis_spoof,3.615307,0.010051,0
aegis_spoof,2.068185,0.002218,0
aegis_spoof,2.192189,0.009553,0
aegis_spoof,2.443234,0.008147,0
aegis_spoof,1.883251,0.015594,0
aegis_spoof,2.140248,0.015287,0
aegis_spoof,2.190806,0.012646,0
aegis_spoof,2.127618,0.005499,0
aegis_spoof,2.959215,0.007060,0
aegis_spoof,2.826525,0.010502,0
aegis_spoof,2.605931,0.007540,0
aegis_spoof,3.420329,0.009005,0
aegis_spoof,3.449666,0.009255,0
aegis_spoof,2.194619,0.003609,0
aegis_spoof,2.505590,0.012782,0
aegis_spoof,2.039966,0.001965,0
aegis_spoof,3.108831,0.013918,0
aegis_spoof,2.661451,0.001691,0
aegis_spoof,3.650750,0.014370,0
aegis_spoof,2.650278,0.012686,0
aegis_spoof,2.884579,0.012992,0
aegis_spoof,2.474593,0.010446,0
aegis_spoof,3.281441,0.004238,0
aegis_spoof,2.026515,0.009036,0
aegis_spoof,3.467504,0.012039,0
aegis_spoof,3.673565,0.009963,0
aegis_spoof,1.605528,0.017148,0
aegis_spoof,2.789522,0.005129,0
aegis_spoof,3.788726,0.014384,0
aegis_spoof,3.747900,0.010104,0
aegis_spoof,2.441198,0.010823,0
aegis_spoof,2.675884,0.007572,0
aegis_spoof,2.693899,0.000232,0
aegis_spoof,3.113284,0.004587,0
aegis_spoof,2.241980,0.013904,0
aegis_spoof,2.493587,0.018408,0
aegis_spoof,2.260877,0.006978,0
aegis_spoof,2.930191,0.008249,0
aegis_spoof,3.268841,0.003958,0
aegis_spoof,3.520922,0.004055,0
aegis_spoof,2.481795,0.013294,0
aegis_spoof,2.422861,0.012248,0
aegis_spoof,3.379346,0.003513,0
aegis_spoof,3.362119,0.010470,0
aegis_spoof,2.735612,0.015017,0
aegis_spoof,3.189070,0.012935,0
aegis_spoof,2.888728,0.019605,0
aegis_spoof,2.973185,0.017941,0
aegis_spoof,2.191367,0.004239,0
aegis_spoof,2.918135,0.010742,0
aegis_spoof,2.523932,0.003592,0
aegis_spoof,2.645052,0.012352,0
aegis_spoof,4.073704,0.008112,0
aegis_spoof,2.110677,0.009148,0
aegis_spoof,1.598533,0.024140,0
aegis_spoof,2.652501,0.002997,0
aegis_spoof,2.765694,0.004411,0
aegis_spoof,2.658122,0.006167,0
aegis_spoof,3.139001,0.005907,0
aegis_spoof,3.629005,0.013201,0
aegis_spoof,2.982758,0.011795,0
aegis_spoof,3.488750,0.006646,0
aegis_spoof,2.900867,0.022064,0
aegis_spoof,2.577158,0.011907,0
aegis_spoof,3.445575,0.011206,0
aegis_spoof,3.552977,0.015137,0
aegis_spoof,2.141975,0.019743,0
aegis_spoof,2.567049,0.017198,0
aegis_spoof,2.797351,0.009078,0
aegis_spoof,3.325357,0.014043,0
aegis_spoof,2.970244,0.015169,0
aegis_spoof,2.426960,0.006106,0
aegis_spoof,2.834417,0.016426,0
aegis_spoof,3.248656,0.014059,0
aegis_spoof,2.805591,0.009073,0
aegis_spoof,2.148685,0.020635,0
aegis_spoof,2.871386,0.015765,0
aegis_spoof,2.552663,0.007348,0
aegis_spoof,2.789778,0.004659,0
aegis_spoof,2.819268,0.002158,0
aegis_spoof,2.824138,0.006459,0
aegis_spoof,3.142718,0.010583,0
aegis_spoof,2.398819,0.006653,0
aegis_spoof,2.466476,0.012061,0
aegis_spoof,3.636619,0.008842,0
aegis_spoof,3.224188,0.007699,0
aegis_spoof,3.044615,0.011116,0
aegis_spoof,3.300833,0.011322,0
aegis_spoof,4.205653,0.002567,0
aegis_spoof,2.688181,0.008387,0
aegis_spoof,3.087219,0.009402,0
aegis_spoof,2.296476,0.001339,0
aegis_spoof,1.589718,0.007332,0
aegis_spoof,2.807203,0.002702,0
aegis_spoof,4.146958,0.010232,0
aegis_spoof,2.916067,0.001000,0
aegis_spoof,3.282237,0.011707,0
aegis_spoof,2.854441,0.007568,0
aegis_spoof,2.675612,0.004032,0
aegis_spoof,2.379719,0.016841,0
aegis_spoof,2.950130,0.000366,0
aegis_spoof,4.642353,0.007859,0
aegis_spoof,2.637091,0.011206,0
aegis_spoof,2.723531,0.008832,0
aegis_spoof,2.309558,0.010233,0
aegis_spoof,2.791034,0.006945,0
aegis_spoof,3.458412,0.011388,0
aegis_spoof,1.619620,0.009422,0
aegis_spoof,3.365627,0.011262,0
aegis_spoof,3.400537,0.014168,0
aegis_spoof,1.940801,0.007708,0
aegis_spoof,3.078856,0.012600,0
aegis_spoof,2.467872,0.003873,0
aegis_spoof,3.300631,0.014832,0
aegis_spoof,3.082117,0.006638,0
aegis_spoof,2.478340,0.007551,0
aegis_spoof,1.738149,0.004115,0
aegis_spoof,2.793412,0.002164,0
aegis_spoof,2.338550,0.012498,0
aegis_spoof,3.424058,0.005345,0
aegis_spoof,3.255960,0.017679,0
aegis_spoof,3.520978,0.017574,0
aegis_spoof,2.517832,0.008012,0
aegis_spoof,2.740691,0.012899,0
aegis_spoof,2.912215,0.015549,0
aegis_spoof,3.140794,0.005640,0
aegis_spoof,2.466137,0.007048,0
aegis_spoof,2.333421,0.019554,0
aegis_spoof,2.833819,0.007445,0
aegis_spoof,2.639452,0.015158,0
aegis_spoof,3.018867,0.009992,0
aegis_spoof,2.808274,0.015488,0
aegis_spoof,2.142310,0.007510,0
aegis_spoof,2.434714,0.012036,0
aegis_spoof,4.716424,0.013924,0
aegis_spoof,2.602108,0.010416,0
aegis_spoof,2.644882,0.016308,0
aegis_spoof,2.531768,0.019204,0
aegis_spoof,3.372204,0.005316,0
aegis_spoof,2.076893,0.007970,0
aegis_spoof,3.081889,0.010718,0
aegis_spoof,2.972257,0.011446,0
aegis_spoof,3.635219,0.015789,0
aegis_spoof,2.988426,0.004983,0
aegis_spoof,4.986050,0.013655,0
aegis_spoof,3.698193,0.004554,0
aegis_spoof,2.298125,0.013949,0
aegis_spoof,2.292957,0.011052,0
aegis_spoof,2.692370,0.005452,0
aegis_spoof,3.312153,0.000813,0
aegis_spoof,2.912254,0.010576,0
aegis_spoof,3.432833,0.017491,0
aegis_spoof,3.827049,0.008370,0
aegis_spoof,2.725997,0.016511,0
aegis_spoof,3.050608,0.005169,0
aegis_spoof,3.681726,0.000317,0
aegis_spoof,2.583168,0.006381,0
aegis_spoof,1.979986,0.010973,0
aegis_spoof,3.009365,0.008551,0
aegis_spoof,3.137487,0.009918,0
aegis_spoof,2.834573,0.011497,0
aegis_spoof,2.770592,0.014582,0
aegis_spoof,3.258544,0.009953,0
aegis_spoof,4.135719,0.015430,0
aegis_spoof,2.431097,0.008414,0
aegis_spoof,3.180559,0.001000,0
aegis_spoof,2.341582,0.011690,0
aegis_spoof,3.291618,0.014403,0
aegis_spoof,2.912188,0.010243,0
aegis_spoof,3.142910,0.007897,0
aegis_spoof,3.688851,0.010448,0
aegis_spoof,2.480410,0.015847,0
aegis_spoof,2.837885,0.013265,0
aegis_spoof,3.354116,0.016917,0
aegis_spoof,3.834914,0.007106,0
aegis_spoof,2.480581,0.001000,0
aegis_spoof,2.044731,0.023650,0
aegis_spoof,3.125444,0.017062,0
aegis_spoof,3.829050,0.011893,0
aegis_spoof,2.555069,0.012223,0
aegis_spoof,3.030167,0.008816,0
aegis_spoof,2.519662,0.013781,0
aegis_spoof,4.370450,0.002360,0
aegis_spoof,1.817247,0.011504,0
aegis_spoof,2.546905,0.018487,0
aegis_spoof,3.220706,0.007456,0
aegis_spoof,3.142723,0.003480,0
aegis_spoof,1.782077,0.009630,0
aegis_spoof,2.700008,0.019037,0
aegis_spoof,3.197349,0.006942,0
aegis_spoof,3.997872,0.005156,0
aegis_spoof,3.234519,0.003278,0
aegis_spoof,4.326837,0.009613,0
aegis_spoof,2.545366,0.022914,0
aegis_spoof,5.245090,0.006112,0
aegis_spoof,3.139583,0.009847,0
aegis_spoof,1.333174,0.010604,0
aegis_spoof,3.362260,0.010728,0
aegis_spoof,2.124620,0.017567,0
aegis_spoof,2.438387,0.018005,0
aegis_spoof,3.463834,0.013427,0
aegis_spoof,3.402712,0.007823,0
aegis_spoof,3.014860,0.013595,0
aegis_spoof,3.369138,0.005030,0
aegis_spoof,3.159543,0.000859,0
aegis_spoof,4.659986,0.015964,0
aegis_spoof,1.858610,0.010450,0
aegis_spoof,3.085311,0.006478,0
aegis_spoof,3.106947,0.013944,0
aegis_spoof,2.963371,0.006536,0
aegis_spoof,2.023356,0.009182,0
aegis_spoof,4.116132,0.004060,0
aegis_spoof,4.814188,0.013353,0
aegis_spoof,2.562210,0.008388,0
aegis_spoof,3.466696,0.002240,0
aegis_spoof,4.391373,0.014299,0
aegis_spoof,4.918391,0.012116,0
aegis_spoof,2.926792,0.010709,0
aegis_spoof,3.408018,0.005691,0
aegis_spoof,3.139048,0.004130,0
aegis_spoof,3.447692,0.017862,0
aegis_spoof,2.393216,0.006658,0
aegis_spoof,2.305700,0.018129,0
aegis_spoof,2.766017,0.003100,0
aegis_spoof,2.239958,0.012965,0
aegis_spoof,2.650308,0.002896,0
aegis_spoof,2.992966,0.005572,0
aegis_spoof,3.812730,0.014028,0
aegis_spoof,2.306179,0.007680,0
aegis_spoof,1.853389,0.011906,0
aegis_spoof,3.019096,0.008454,0
aegis_spoof,3.098572,0.001590,0
aegis_spoof,2.516388,0.013876,0
aegis_spoof,2.765652,0.012922,0
aegis_spoof,2.728407,0.008850,0
aegis_spoof,2.386806,0.010900,0
aegis_spoof,2.773946,0.014680,0
aegis_spoof,2.290802,0.005668,0
aegis_spoof,2.837356,0.008574,0
aegis_spoof,2.271372,0.003312,0
aegis_spoof,2.940770,0.006885,0
aegis_spoof,3.168126,0.008880,0
aegis_spoof,2.734045,0.010818,0
aegis_spoof,3.818063,0.005078,0
aegis_spoof,2.312090,0.006721,0
aegis_spoof,3.677281,0.009162,0
aegis_spoof,3.330415,0.011316,0
aegis_spoof,4.945346,0.005544,0
aegis_spoof,2.750193,0.013957,0
aegis_spoof,3.325391,0.000232,0
aegis_spoof,3.258252,0.008599,0
aegis_spoof,2.194973,0.006408,0
aegis_spoof,2.800416,0.008838,0
aegis_spoof,3.500237,0.008235,0
aegis_spoof,3.214839,0.013539,0
aegis_spoof,2.547423,0.012072,0
aegis_spoof,2.432530,0.007267,0
aegis_spoof,2.426475,0.006057,0
aegis_spoof,2.975739,0.018931,0
aegis_spoof,2.313432,0.001000,0
aegis_spoof,2.706522,0.007199,0
aegis_spoof,2.588185,0.018605,0
aegis_spoof,3.055706,0.004248,0
aegis_spoof,2.817127,0.005124,0
aegis_spoof,2.854001,0.009292,0
aegis_spoof,3.227023,0.011160,0
aegis_spoof,3.703569,0.012813,0
aegis_spoof,2.327703,0.020714,0
aegis_spoof,2.690012,0.013259,0
aegis_spoof,3.216006,0.018468,0
aegis_spoof,2.812291,0.008023,0
aegis_spoof,2.369811,0.010084,0
aegis_spoof,4.217887,0.012896,0
aegis_spoof,2.414572,0.015016,0
aegis_spoof,2.276755,0.004346,0
aegis_spoof,3.079523,0.010830,0
aegis_spoof,4.689518,0.011134,0
aegis_spoof,2.180589,0.010985,0
aegis_spoof,2.623530,0.009772,0
aegis_spoof,1.987008,0.013980,0
aegis_spoof,3.258275,0.005024,0
aegis_spoof,3.129458,0.015526,0
aegis_spoof,2.255275,0.000173,0
aegis_spoof,2.866042,0.007850,0
aegis_spoof,2.289897,0.014349,0
aegis_spoof,2.741795,0.001000,0
aegis_spoof,2.467186,0.007276,0
aegis_spoof,2.845401,0.003859,0
aegis_spoof,1.956311,0.010068,0
aegis_spoof,3.329337,0.012344,0
aegis_spoof,2.994194,0.009484,0
aegis_spoof,2.525624,0.013264,0
aegis_spoof,4.000017,0.004138,0
aegis_spoof,2.611644,0.006918,0
aegis_spoof,3.269174,0.017334,0
aegis_spoof,3.291496,0.004796,0
aegis_spoof,2.841669,0.012122,0
aegis_spoof,3.922317,0.006016,0
aegis_spoof,2.473874,0.007420,0
aegis_spoof,2.579046,0.009885,0
aegis_spoof,2.985724,0.010007,0
aegis_spoof,3.142949,0.008887,0
aegis_spoof,2.076131,0.010603,0
aegis_spoof,2.551349,0.014505,0
aegis_spoof,2.219815,0.006369,0
aegis_spoof,3.290529,0.008593,0
aegis_spoof,2.275221,0.001000,0
aegis_spoof,2.992317,0.011159,0
aegis_spoof,2.442179,0.015935,0
aegis_spoof,2.683847,0.008688,0
aegis_spoof,3.440252,0.009499,0
aegis_spoof,1.935973,0.007710,0
aegis_spoof,2.553866,0.007243,0
aegis_spoof,3.063349,0.006038,0
aegis_spoof,2.795575,0.014645,0
aegis_spoof,2.372746,0.005596,0
aegis_spoof,3.012795,0.014930,0
aegis_spoof,2.070355,0.012395,0
aegis_spoof,2.292615,0.011334,0
aegis_spoof,2.332756,0.008759,0
aegis_spoof,2.283729,0.009711,0
aegis_spoof,2.782846,0.007233,0
aegis_spoof,2.060443,0.013164,0
aegis_spoof,2.452269,0.010255,0
aegis_spoof,2.500879,0.003643,0
aegis_spoof,2.063875,0.002622,0
aegis_spoof,2.057411,0.014976,0
aegis_spoof,2.964308,0.002026,0
aegis_spoof,3.911146,0.010100,0
aegis_spoof,2.345902,0.014370,0
aegis_spoof,3.550571,0.013742,0
aegis_spoof,4.514101,0.009892,0
aegis_spoof,3.568437,0.008526,0
aegis_spoof,2.260481,0.011393,0
aegis_spoof,1.148861,0.016603,0
aegis_spoof,2.766636,0.008177,0
aegis_spoof,2.592771,0.001000,0
aegis_spoof,3.167659,0.005512,0
aegis_spoof,2.633683,0.011030,0
aegis_spoof,1.954708,0.003987,0
aegis_spoof,3.301641,0.006290,0
aegis_spoof,3.277441,0.008370,0
aegis_spoof,3.564726,0.015316,0
aegis_spoof,2.743617,0.008608,0
aegis_spoof,3.533765,0.004284,0
aegis_spoof,3.084684,0.006536,0
aegis_spoof,3.615181,0.013993,0
aegis_spoof,2.301458,0.005195,0
aegis_spoof,1.928999,0.010613,0
aegis_spoof,2.729682,0.008308,0
aegis_spoof,3.694947,0.012077,0
aegis_spoof,2.382981,0.011456,0
aegis_spoof,2.664313,0.012345,0
aegis_spoof,2.060850,0.012237,0
aegis_spoof,2.769360,0.011358,0
aegis_spoof,2.387173,0.010218,0
aegis_spoof,2.171808,0.013077,0
aegis_spoof,3.297400,0.003334,0
aegis_spoof,2.075295,0.012796,0
aegis_spoof,2.763027,0.008942,0
aegis_spoof,2.978493,0.013210,0
aegis_spoof,4.747857,0.020123,0
aegis_spoof,3.420509,0.012215,0
aegis_spoof,3.574438,0.007903,0
aegis_spoof,2.795056,0.008058,0
aegis_spoof,2.332808,0.006659,0
aegis_spoof,3.234892,0.016128,0
aegis_spoof,2.288627,0.016036,0
aegis_spoof,2.686904,0.003259,0
aegis_spoof,2.967222,0.012148,0
aegis_spoof,4.066647,0.004066,0
aegis_spoof,3.853860,0.001232,0
aegis_spoof,2.930022,0.011793,0
aegis_spoof,3.667724,0.022373,0
aegis_spoof,2.738870,0.007458,0
aegis_spoof,2.482931,0.011319,0
aegis_spoof,2.997026,0.009961,0
aegis_spoof,2.572292,0.003258,0
aegis_spoof,2.032850,0.003266,0
aegis_spoof,3.258021,0.011425,0
aegis_spoof,3.562388,0.000810,0
aegis_spoof,2.540768,0.008636,0
aegis_spoof,3.040746,0.012789,0
aegis_spoof,2.860789,0.012822,0
aegis_spoof,3.808290,0.010843,0
aegis_spoof,2.144963,0.013205,0
aegis_spoof,2.300934,0.013847,0
aegis_spoof,2.787524,0.002318,0
aegis_spoof,3.017875,0.005643,0
aegis_spoof,3.433496,0.009691,0
aegis_spoof,2.301459,0.005846,0
aegis_spoof,4.336918,0.013017,0
aegis_spoof,2.722414,0.009966,0
aegis_spoof,2.927237,0.018708,0
aegis_spoof,2.810310,0.006608,0
aegis_spoof,3.122023,0.016857,0
aegis_spoof,1.976605,0.003456,0
aegis_spoof,2.442971,0.013951,0
aegis_spoof,3.253266,0.005476,0
aegis_spoof,2.370995,0.007564,0
aegis_spoof,2.557559,0.016441,0
aegis_spoof,2.151085,0.010368,0
aegis_spoof,2.727441,0.018856,0
aegis_spoof,4.048556,0.014688,0
aegis_spoof,2.350824,0.006875,0
aegis_spoof,1.912902,0.009432,0
aegis_spoof,3.402926,0.006698,0
aegis_spoof,2.966715,0.012944,0
aegis_spoof,3.042813,0.013003,0
aegis_spoof,2.789334,0.015526,0
aegis_spoof,2.555127,0.007121,0
aegis_spoof,2.343545,0.004919,0
aegis_spoof,2.966049,0.010236,0
aegis_spoof,3.822900,0.012530,0
aegis_spoof,3.105619,0.018191,0
aegis_spoof,2.542162,0.007710,0
aegis_spoof,3.243584,0.008575,0
aegis_spoof,1.990971,0.016841,0
aegis_spoof,4.005670,0.009416,0
aegis_spoof,2.672128,0.005930,0
aegis_spoof,2.784834,0.010021,0
aegis_spoof,2.238182,0.012009,0
aegis_spoof,3.511416,0.008799,0
aegis_spoof,2.811872,0.007387,0
aegis_spoof,2.504667,0.009130,0
aegis_spoof,2.026109,0.018681,0
aegis_spoof,2.169153,0.016139,0
aegis_spoof,3.445117,0.001128,0
aegis_spoof,3.104859,0.007932,0
aegis_spoof,2.039969,0.017102,0
aegis_spoof,3.330615,0.018083,0
aegis_spoof,3.633925,0.013646,0
aegis_spoof,2.867505,0.002620,0
aegis_spoof,3.537049,0.012903,0
aegis_spoof,3.325743,0.015148,0
aegis_spoof,2.336523,0.005882,0
aegis_spoof,2.060042,0.006714,0
aegis_spoof,3.084348,0.006128,0
aegis_spoof,2.882223,0.007761,0
aegis_spoof,2.712054,0.008572,0
aegis_spoof,2.051232,0.001000,0
aegis_spoof,2.891954,0.001000,0
aegis_spoof,2.268072,0.015445,0
aegis_spoof,3.004331,0.006087,0
aegis_spoof,2.556608,0.010192,0
aegis_spoof,2.644731,0.012727,0
aegis_spoof,2.324635,0.014277,0
aegis_spoof,2.471136,0.001000,0
aegis_spoof,2.349840,0.015861,0
aegis_spoof,1.776090,0.002184,0
aegis_spoof,2.788247,0.012652,0
aegis_spoof,2.676552,0.018517,0
aegis_spoof,2.826399,0.004504,0
aegis_spoof,3.573198,0.010597,0
aegis_spoof,2.348968,0.003326,0
aegis_spoof,2.643800,0.010229,0
aegis_spoof,2.251301,0.021297,0
aegis_spoof,2.580068,0.016715,0
aegis_spoof,2.502414,0.011682,0
aegis_spoof,3.361630,0.005157,0
aegis_spoof,2.786379,0.010708,0
aegis_spoof,2.944623,0.011063,0
aegis_spoof,2.498329,0.011182,0
aegis_spoof,2.514091,0.008123,0
aegis_spoof,4.803723,0.014747,0
aegis_spoof,2.221884,0.008327,0
aegis_spoof,2.973514,0.021528,0
aegis_spoof,2.795695,0.008685,0
aegis_spoof,2.750750,0.003846,0
aegis_spoof,2.220181,0.015707,0
aegis_spoof,2.076888,0.007797,0
aegis_spoof,3.309740,0.014632,0
aegis_spoof,3.582233,0.009986,0
aegis_spoof,4.013570,0.008538,0
aegis_spoof,2.906606,0.005620,0
aegis_spoof,2.645340,0.002398,0
aegis_spoof,2.601090,0.013610,0
aegis_spoof,2.497984,0.010680,0
aegis_spoof,2.564412,0.004607,0
aegis_spoof,2.052741,0.013536,0
aegis_spoof,2.340218,0.011039,0
aegis_spoof,2.480662,0.013106,0
aegis_spoof,3.135306,0.004810,0
aegis_spoof,2.927726,0.020607,0
aegis_spoof,2.181152,0.012724,0
aegis_spoof,3.895555,0.008565,0
aegis_spoof,2.956324,0.013731,0
aegis_spoof,2.692352,0.010262,0
aegis_spoof,3.959178,0.011476,0
aegis_spoof,2.193321,0.009386,0
aegis_spoof,4.225589,0.016506,0
aegis_spoof,2.205652,0.013156,0
aegis_spoof,2.357830,0.002768,0
aegis_spoof,2.244373,0.016311,0
aegis_spoof,3.452637,0.018464,0
aegis_spoof,3.290503,0.009698,0
aegis_spoof,2.056667,0.005209,0
aegis_spoof,2.337419,0.017914,0
aegis_spoof,2.207259,0.003959,0
aegis_spoof,2.828309,0.012115,0
aegis_spoof,2.965881,0.009113,0
aegis_spoof,4.565217,0.010323,0
aegis_spoof,3.675065,0.015195,0
aegis_spoof,2.368921,0.009446,0
aegis_spoof,2.700740,0.014134,0
aegis_spoof,2.386039,0.008117,0
aegis_spoof,2.616006,0.007973,0
aegis_spoof,2.343376,0.002706,0
aegis_spoof,2.632518,0.011444,0
aegis_spoof,2.612281,0.015499,0
aegis_spoof,1.691148,0.012033,0
aegis_spoof,3.027256,0.011788,0
aegis_spoof,2.887867,0.007153,0
aegis_spoof,3.005944,0.012104,0
aegis_spoof,2.626765,0.011050,0
aegis_spoof,2.447053,0.003047,0
aegis_spoof,3.661128,0.013851,0
aegis_spoof,2.083206,0.014219,0
aegis_spoof,3.512923,0.000831,0
aegis_spoof,4.179161,0.008480,0
aegis_spoof,3.181244,0.002883,0
aegis_spoof,2.506380,0.010338,0
aegis_spoof,4.187788,0.004544,0
aegis_spoof,3.431586,0.006694,0
aegis_spoof,2.232408,0.016522,0
aegis_spoof,2.781353,0.003613,0
aegis_spoof,2.790720,0.018490,0
aegis_spoof,2.127581,0.006947,0
aegis_spoof,3.711220,0.003075,0
aegis_spoof,3.277388,0.001000,0
aegis_spoof,5.665798,0.015234,0
aegis_spoof,2.475303,0.006947,0
aegis_spoof,3.284251,0.011900,0
aegis_spoof,3.360920,0.008704,0
aegis_spoof,2.745278,0.014194,0
aegis_spoof,2.562830,0.011745,0
aegis_spoof,2.056111,0.013381,0
aegis_spoof,3.590826,0.006440,0
aegis_spoof,2.837580,0.001000,0
aegis_spoof,2.229329,0.009306,0
aegis_spoof,3.208540,0.012020,0
aegis_spoof,3.289153,0.008321,0
aegis_spoof,1.936179,0.012524,0
